image_id,folder,raw_response,sanitized
PXL_20220922_183046058.jpg,MST1,"Based on the image provided, I would classify the individual's skin tone as MST4. This classification aligns with the description given for this shade, which includes soft, warm-toned light skin with golden, olive, or neutral undertones.",MST4
PXL_20220922_183052857.jpg,MST1,"Based on the image provided, I would classify the person's skin tone as MST5. The individual has a light to medium skin tone that appears to have a warm undertone, which aligns with the characteristics of MST5.",MST5
PXL_20220922_183057897.jpg,MST1,"Based on the image provided, I would classify the person's skin tone as MST3.",MST3
PXL_20220922_183054615.jpg,MST1,"Based on the image provided, I would classify the person's skin tone as MST4, which is a soft, warm-toned light skin with golden, olive, or neutral undertones.",MST4
PXL_20220922_183059733.jpg,MST1,"Based on the image provided, I would classify the person's skin tone as MST4.",MST4
PXL_20220922_183125041.jpg,MST1,"Based on the image provided, I would classify the skin tone using the Monk Skin Tone scale as follows:MST4",MST4
PXL_20220922_183056227.jpg,MST1,"Based on the image provided and considering the Monk Skin Tone scale as described, I would classify the person's skin tone as MST4. This is because the skin tone appears to have a soft golden undertone which aligns with the description of MST4 as having warm undertones that are often associated with an easily flushed cheek appearance.",MST4
PXL_20220922_183126312.jpg,MST1,"Based on the image provided, I would categorize this person's skin tone as MST4. This is indicated by the soft, warm-toned light skin with golden, olive, or neutral undertones that are present in the individual's complexion.",MST4
PXL_20220922_183127653.jpg,MST1,"Based on the image provided, I would classify the person's skin tone as MST3. The undertone appears to be warm but with a neutral to warm undertone, which is characteristic of this category.",MST3
PXL_20220922_183129130.jpg,MST1,"Based on the image provided, I would classify this person's skin tone as MST4. The undertones appear to be warm with a soft golden hue.",MST4
PXL_20220922_183130795.jpg,MST1,"Based on the image provided, I would classify this person's skin tone as MST4, which is a soft, warm-toned light skin with golden, olive, or neutral undertones.",MST4
PXL_20220922_183136584.jpg,MST1,"Based on the image provided, I would classify the person's skin tone as MST5. This is a warmer, lightly tanned skin tone that develops a golden glow in the sun.",MST5
PXL_20220922_183139502.jpg,MST1,"Based on the image provided, I would classify the person's skin tone as MST6. The undertone appears to be warm with hints of olive, giving it a rich, balanced medium shade.",MST6
PXL_20220922_183138108.jpg,MST1,"Based on the image provided, I would classify the person's skin tone as MST3 – Light with neutral to warm undertones. The individual appears to have a soft, light complexion with a subtle warmth that is often associated with easily flushed cheeks.",MST3
PXL_20220922_183140964.jpg,MST1,"Based on the image provided, I would classify the person's skin tone as MST5. The individual has a warm, lightly tanned complexion with golden undertones that suggest they could develop a golden glow in the sun.",MST5
PXL_20220922_183301497.jpg,MST1,"Based on the image provided, I would classify the person's skin tone as MST4, which is a soft, warm-toned light skin with golden, olive, or neutral undertones.",MST4
PXL_20220922_183302961.jpg,MST1,"Based on the image provided, I would categorize the person's skin tone as MST4. This is due to the warm undertones visible in the skin, which are often associated with golden, olive, or neutral undertones.",MST4
PXL_20220922_183304378.jpg,MST1,"Based on the image provided, I would classify the skin tone as MST4. This shade is characterized by soft, warm-toned light skin with golden, olive, or neutral undertones.",MST4
PXL_20220922_183305849.jpg,MST1,"Based on the image provided, I would classify the person's skin tone as MST4. This classification suggests a soft, warm-toned light skin with golden, olive, or neutral undertones.",MST4
PXL_20220922_183319912.jpg,MST1,MST4,MST4
PXL_20220922_183315539.jpg,MST1,"Based on the image provided, I would classify the person's skin tone as MST4, which corresponds to a soft, warm-toned light skin with golden, olive, or neutral undertones.",MST4
PXL_20220922_183317218.jpg,MST1,"Based on the image provided, I would classify the person's skin tone as MST3. This classification suggests a light skin tone with warm undertones that can be associated with easily flushed cheeks.",MST3
PXL_20220922_183318443.jpg,MST1,"Based on the image provided, I would categorize the person's skin tone as MST3. The individual has a light to medium skin tone with neutral to warm undertones, which is consistent with the description of MST3.",MST3
PXL_20220922_183321028.jpg,MST1,"Based on the image provided, I would classify the person's skin tone as MST4. This classification corresponds to a soft, warm-toned light skin with golden, olive, or neutral undertones, which is consistent with the coloration visible in the photograph.",MST4
PXL_20220922_183322816.jpg,MST1,"Based on the image provided and considering the Monk Skin Tone scale as described, I would classify the person's skin tone as MST4 - Soft, warm-toned light skin with golden, olive, or neutral undertones.",MST4
PXL_20220922_183448133.jpg,MST1,"Based on the image provided, I would classify the person's skin tone as MST3. This classification is due to the presence of light skin with a warm undertone that can be associated with easily flushed cheeks.",MST3
PXL_20220922_183449581.jpg,MST1,"Based on the image provided, I would classify the person's skin tone as MST5. This is a warmer, lightly tanned skin tone that develops a golden glow in the sun.",MST5
PXL_20220922_183450974.jpg,MST1,"Based on the image provided, I would classify this individual's skin tone as MST3. The person has a light skin tone with subtle warm undertones that are characteristic of this category.",MST3
PXL_20220922_183453555.jpg,MST1,"Based on the image provided, I would classify the person's skin tone as MST4, which is a soft, warm-toned light skin with golden, olive, or neutral undertones.",MST4
PXL_20220922_183456183.jpg,MST1,"Based on the image provided, I would classify the person's skin tone as MST4 - Soft, warm-toned light skin with golden, olive, or neutral undertones.",MST4
PXL_20220922_183452246.jpg,MST1,"Based on the image provided, I would classify the person's skin tone as MST4. This classification is appropriate because the individual has a soft, warm-toned light skin with golden, olive, or neutral undertones that are indicative of this particular shade.",MST4
PXL_20220922_183457367.jpg,MST1,"Based on the image provided, I would classify the person's skin tone as MST5, which is a warmer, lightly tanned skin tone that develops a golden glow in the sun.",MST5
PXL_20220922_183458519.jpg,MST1,"Based on the image provided, I would classify the skin tone of the person as MST3, which is a light skin tone with neutral to warm undertones.",MST3
PXL_20220922_183459786.jpg,MST1,"Based on the image provided, I would classify the person's skin tone as MST4. The individual has a soft, warm-toned light skin with golden, olive, or neutral undertones.",MST4
PXL_20220922_183500918.jpg,MST1,"Based on the image provided, I would classify the person's skin tone as MST4. The undertone appears to be warm with a golden or olive hue.",MST4
PXL_20220922_183506625.jpg,MST1,"Based on the image provided, I would classify the person's skin tone as MST4, which is a soft, warm-toned light skin with golden, olive, or neutral undertones.",MST4
PXL_20220922_183507645.jpg,MST1,"Based on the image provided, I would classify this person's skin tone as MST6 - Rich, balanced medium shade with warm, neutral, or olive undertones.",MST6
PXL_20220922_183517768.jpg,MST1,MST7,MST7
PXL_20220922_183510004.jpg,MST1,"Based on the image provided, I would classify the person's skin tone as MST3. The individual has light skin with warm undertones, which aligns with this category.",MST3
PXL_20220922_183508755.jpg,MST1,"Based on the image provided and considering the Monk Skin Tone scale you've described, I would categorize the person's skin tone as MST4 - Soft, warm-toned light skin with golden, olive, or neutral undertones.",MST4
PXL_20220922_183518814.jpg,MST1,MST7,MST7
PXL_20220922_183511299.jpg,MST1,"Based on the image provided, I would classify this person's skin tone as MST2, which is a pale skin tone with warm undertones.",MST2
PXL_20220922_183519975.jpg,MST1,"Based on the image provided, I would classify this person's skin tone as MST4 - Soft, warm-toned light skin with golden, olive, or neutral undertones.",MST4
PXL_20220922_183521096.jpg,MST1,"Based on the image provided, I would classify the person's skin tone as MST6. This is a rich, balanced medium shade with warm, neutral, or olive undertones.",MST6
PXL_20220922_183523486.jpg,MST1,"Based on the image provided, I would classify the person's skin tone as MST4. This classification corresponds to a soft, warm-toned light skin with golden, olive, or neutral undertones.",MST4
PXL_20220922_183522236.jpg,MST1,"Based on the image provided and considering the Monk Skin Tone scale's descriptions, I would classify this individual's skin tone as MST3, which is a light, warm-toned skin with neutral to warm undertones, often associated with easily flushed cheeks.",MST3
PXL_20220922_183530266.jpg,MST1,"Based on the image provided and considering the Monk Skin Tone scale, the person's skin tone appears to be MST5 - A warmer, lightly tanned skin tone that develops a golden glow in the sun.",MST5
PXL_20220922_183613264.PORTRAIT.jpg,MST1,"Based on the image provided, I would classify the person's skin tone as MST5.",MST5
PXL_20220922_183609632.PORTRAIT.jpg,MST1,"Based on the image provided, I would classify the person's skin tone as MST4, which is characterized by a soft, warm-toned light skin with golden, olive, or neutral undertones.",MST4
PXL_20220922_183614881.PORTRAIT.jpg,MST1,"Based on the image provided, I would classify the skin tone of the person as MST5. This is a warmer, lightly tanned skin tone that develops a golden glow in the sun.",MST5
PXL_20220922_183616200.PORTRAIT.jpg,MST1,"Based on the description provided, I would classify this individual's skin tone as MST4 - Soft, warm-toned light skin with golden, olive, or neutral undertones.",MST4
PXL_20220922_183617300.PORTRAIT.jpg,MST1,"Based on the image provided, I would classify the person's skin tone as MST6. This corresponds to a rich, balanced medium shade with warm, neutral, or olive undertones.",MST6
PXL_20220922_183620053.PORTRAIT.jpg,MST1,"Based on the image provided, I would classify the person's skin tone as MST4. This classification aligns with a soft, warm-toned light skin with golden, olive, or neutral undertones.",MST4
PXL_20220922_183621991.PORTRAIT.jpg,MST1,"Based on the image provided, I would classify the person's skin tone as MST4. This is characterized by a soft, warm-toned light skin with golden, olive, or neutral undertones.",MST4
PXL_20220922_183636542.PORTRAIT.jpg,MST1,"Based on the image provided, I would classify the person's skin tone as MST5. This classification corresponds to a warmer, lightly tanned skin tone that develops a golden glow in the sun.",MST5
PXL_20220922_183634690.PORTRAIT.jpg,MST1,"Based on the image provided, I would classify the person's skin tone as MST3. This classification is due to the individual having a light skin tone with warm undertones that are commonly associated with easily flushed cheeks.",MST3
PXL_20220922_183627117.PORTRAIT.jpg,MST1,"Based on the visible skin tones in this image, I would classify the person as having a light to medium skin tone with warm undertones, which aligns with MST4 or MST5 on the Monk Skin Tone scale.",MST4
PXL_20220922_183638393.PORTRAIT.jpg,MST1,"Based on the image provided, I would classify the person's skin tone as MST4. This classification aligns with a soft, warm-toned light skin with neutral to warm undertones, which is consistent with the colors described in that range.",MST4
PXL_20220922_183639710.PORTRAIT.jpg,MST1,"Based on the image provided, I would classify the person's skin tone as MST4 - Soft, warm-toned light skin with golden, olive, or neutral undertones.",MST4
PXL_20220922_183640936.PORTRAIT.jpg,MST1,"Based on the image provided, I would classify the person's skin tone as MST4, which is a soft, warm-toned light skin with golden, olive, or neutral undertones.",MST4
PXL_20220922_175355467.jpg,MST10,"Based on the image provided, I would classify the person's skin tone as MST4. This is because the individual appears to have a soft, warm-toned light skin with neutral undertones, which aligns with the description of this particular shade in the Monk Skin Tone scale.",MST4
PXL_20220922_175356974.jpg,MST10,"Based on the image provided, the person's skin tone appears to fall within MST4 - Soft, warm-toned light skin with golden, olive, or neutral undertones.",MST4
PXL_20220922_175408667.jpg,MST10,"Based on the image provided, I would classify the person's skin tone as MST5, which is a warmer, lightly tanned skin tone that develops a golden glow in the sun.",MST5
PXL_20220922_175359002.jpg,MST10,"Based on the image provided, I would classify the person's skin tone as MST3. This classification corresponds to a light skin tone with neutral to warm undertones, often associated with easily flushed cheeks.",MST3
PXL_20220922_175410892.jpg,MST10,"Based on the image provided and considering the Monk Skin Tone scale, I would classify this person's skin tone as MST5. The individual has a warm, lightly tanned complexion that appears to have neutral undertones.",MST5
PXL_20220922_175412551.jpg,MST10,"Based on the image provided, I would classify the person's skin tone as MST3. The undertone appears to be a warm neutral tone, which is characteristic of this particular shade in the Monk Skin Tone scale.",MST3
PXL_20220922_175414428.jpg,MST10,"Based on the image provided, I would classify the individual's skin tone as MST4, which is a soft, warm-toned light skin with golden, olive, or neutral undertones.",MST4
PXL_20220922_175416521.jpg,MST10,"Based on the image provided, I would classify the person's skin tone as MST4. This corresponds to a soft, warm-toned light skin with golden, olive, or neutral undertones.",MST4
PXL_20220922_175554301.jpg,MST10,"Based on the image provided, I would classify the person's skin tone as MST3, which is a light skin tone with warm undertones that can be associated with easily flushed cheeks.",MST3
PXL_20220922_175601727.jpg,MST10,"Based on the image provided, I would classify the person's skin tone as MST6 - Rich, balanced medium shade with warm, neutral, or olive undertones.",MST6
PXL_20220922_175613080.jpg,MST10,"Based on the image provided, I would classify the person's skin tone as MST5. This classification corresponds to a warmer, lightly tanned skin tone that develops a golden glow in the sun.",MST5
PXL_20220922_175608493.jpg,MST10,"Based on the image provided, I would classify this individual's skin tone as MST3. The undertone appears to be neutral to warm, which aligns with the description of individuals in the MST3 range.",MST3
PXL_20220922_175617676.jpg,MST10,"Based on the image provided, I would classify this person's skin tone as MST5. This classification is given due to the warm undertones that are visible in the person's complexion.",MST5
PXL_20220922_175620994.jpg,MST10,"Based on the image provided, I would classify the person's skin tone as MST4 - Soft, warm-toned light skin with golden, olive, or neutral undertones.",MST4
PXL_20220922_175705794.jpg,MST10,"Based on the image provided, I would classify this person's skin tone as MST4. This classification is given due to the warm undertones visible in the skin.",MST4
PXL_20220922_175709463.jpg,MST10,"Based on the image provided, I would classify this person's skin tone as MST4.",MST4
PXL_20220922_175703876.jpg,MST10,"Based on the image provided, I would classify the person's skin tone as MST3. The individual has a light to medium skin tone with neutral to warm undertones, which aligns with the description of MST3.",MST3
PXL_20220922_175707910.jpg,MST10,"Based on the image provided, I would classify the person's skin tone as MST3 - Light, but with neutral to warm undertones, often associated with easily flushed cheeks.",MST3
PXL_20220922_175715255.jpg,MST10,"Based on the image provided, I would classify this person's skin tone as MST3.",MST3
PXL_20220922_175712230.jpg,MST10,"Based on the image provided, I would classify this person's skin tone as MST6. This classification corresponds to a rich, balanced medium shade with warm, neutral, or olive undertones.",MST6
PXL_20220922_175710848.jpg,MST10,"Based on the image provided and considering the Monk Skin Tone scale, I would categorize this person's skin tone as MST4, which is a soft, warm-toned light skin with golden, olive, or neutral undertones.",MST4
PXL_20220922_175713987.jpg,MST10,"Based on the image provided, I would classify the person's skin tone as MST4, which is described as ""Soft, warm-toned light skin with golden, olive, or neutral undertones.""",MST4
PXL_20220922_175718926.jpg,MST10,"Based on the image provided, I would classify the person's skin tone as MST4.",MST4
PXL_20220922_175716367.jpg,MST10,"Based on the image provided, I would classify the person's skin tone as MST4, which is a soft, warm-toned light skin with golden, olive, or neutral undertones.",MST4
PXL_20220922_175722948.jpg,MST10,"Based on the image provided, I would classify the person's skin tone as MST4. This classification is for a light, warm-toned skin with golden, olive, or neutral undertones.",MST4
PXL_20220922_175717675.jpg,MST10,"Based on the image provided, I would classify this person's skin tone as MST4. The undertone appears to be a soft, warm-toned light skin with golden, olive, or neutral undertones.",MST4
PXL_20220922_175724422.jpg,MST10,"Based on the Monk Skin Tone scale provided, I would categorize the individual in this image as having an MST5 skin tone. This is a warmer, lightly tanned skin tone that develops a golden glow in the sun.",MST5
PXL_20220922_175726916.jpg,MST10,"Based on the image provided, I would classify this person's skin tone as MST4. The undertone appears to be warm to neutral, which is characteristic of this category.",MST4
PXL_20220922_175725538.jpg,MST10,"Based on the image provided, I would classify this individual's skin tone as MST4. The person has a light to medium skin tone with warm undertones that suggest an olive or golden undertone.",MST4
PXL_20220922_175728401.jpg,MST10,"Based on the image provided, I would classify the person's skin tone as MST5, which is a warmer, lightly tanned skin tone that develops a golden glow in the sun.",MST5
PXL_20220922_175732630.jpg,MST10,"Based on the image provided, I would classify the person's skin tone as MST4. The individual has a soft, warm-toned light skin with golden or neutral undertones.",MST4
PXL_20220922_175733830.jpg,MST10,"Based on the image provided, I would classify the person's skin tone as MST4. This classification corresponds to a soft, warm-toned light skin with golden, olive, or neutral undertones.",MST4
PXL_20220922_175735218.jpg,MST10,"Based on the image provided, I would categorize the individual's skin tone as MST4. This is due to the lightness of their skin, which appears to have neutral to warm undertones.",MST4
PXL_20220922_175827000.jpg,MST10,MST5,MST5
PXL_20220922_175830391.jpg,MST10,MST5,MST5
PXL_20220922_175736529.jpg,MST10,"Based on the image provided, I would classify the person's skin tone as MST3. The skin appears to have a light base with warm undertones, which aligns with the description of MST3 being ""Light, but with neutral to warm undertones, often associated with easily flushed cheeks.""",MST3
PXL_20220922_175837877.jpg,MST10,MST3,MST3
PXL_20220922_175737649.jpg,MST10,"Based on the image provided, I would classify the skin tone as MST4. The individual has a soft, warm-toned light skin with golden, olive, or neutral undertones.",MST4
PXL_20220922_175816268.jpg,MST10,"Based on the image provided, I would classify the person's skin tone as MST3. This classification suggests a light skin tone with neutral to warm undertones, which is often associated with easily flushed cheeks.",MST3
PXL_20220922_175841186.jpg,MST10,"Based on the image provided, I would classify this person's skin tone as MST4.",MST4
PXL_20220922_175834037.jpg,MST10,"Based on the image provided, I would classify the person's skin tone as MST4. This corresponds to a soft, warm-toned light skin with golden, olive, or neutral undertones.",MST4
PXL_20220922_175839844.jpg,MST10,"Based on the image provided, I would classify the individual's skin tone as MST4. This shade is characterized by soft, warm-toned light skin with golden, olive, or neutral undertones.",MST4
PXL_20220922_175844972.jpg,MST10,"Based on the image provided, I would classify the person's skin tone as MST3. The undertone appears to be neutral to warm, which aligns with this classification.",MST3
PXL_20220922_175843515.jpg,MST10,"Based on the image provided, I would classify the skin tone of the person as MST3. This classification is appropriate because the individual has a light to medium complexion with neutral undertones that are not too warm or cool but rather balanced.",MST3
PXL_20220922_175848809.jpg,MST10,"Based on the image provided, I would categorize the person's skin tone as MST6.",MST6
PXL_20220922_175846375.jpg,MST10,"Based on the image provided, I would categorize the person's skin tone as MST4. This is indicated by the soft, warm-toned light skin with golden, olive, or neutral undertones that are visible in the person's complexion.",MST4
PXL_20220922_175851796.jpg,MST10,"Based on the image provided, I would classify this individual's skin tone as MST4. The person has a soft, warm-toned light skin with golden, olive, or neutral undertones.",MST4
PXL_20220922_175856539.jpg,MST10,"Based on the image provided and considering the Monk Skin Tone scale, the person's skin tone appears to be MST5 - a warmer, lightly tanned skin tone that develops a golden glow in the sun.",MST5
PXL_20220922_175858636.jpg,MST10,"Based on the image provided, I would classify the person's skin tone as MST3, which is a light skin tone with neutral to warm undertones. The individual has an even complexion that could be described as lightly flushed in certain areas of the face.",MST3
PXL_20220922_175900468.jpg,MST10,"Based on the image provided, I would classify the person's skin tone as MST4. This is a warm, lightly tanned skin tone with golden, olive, or neutral undertones.",MST4
PXL_20220922_175906610.jpg,MST10,"Based on the image provided, I would categorize the person's skin tone as MST4. This is because the individual appears to have a soft, warm-toned light skin with golden, olive, or neutral undertones.",MST4
PXL_20220922_175911736.jpg,MST10,"Based on the image provided, I would classify the person's skin tone as MST4. This corresponds to a soft, warm-toned light skin with golden, olive, or neutral undertones.",MST4
PXL_20220922_175922739.jpg,MST10,"Based on the image provided, I would classify the person's skin tone as MST6. This corresponds to a rich, balanced medium shade with warm, neutral, or olive undertones.",MST6
PXL_20220922_175929773.jpg,MST10,"Based on the image provided, the person's skin tone appears to be in the range of MST3 to MST4. The individual has a light skin tone with warm undertones that can be described as neutral or golden.",MST3
PXL_20220922_175928064.jpg,MST10,"Based on the image provided, I would classify the person's skin tone as MST4. This classification aligns with the description of ""soft, warm-toned light skin with golden, olive, or neutral undertones.""",MST4
PXL_20220922_175919159.jpg,MST10,"Based on the image provided, I would categorize the person's skin tone as MST4. This classification aligns with the description given for MST4, which is a soft, warm-toned light skin with golden, olive, or neutral undertones. The individual in the photo has a gentle tan that appears to have a natural golden hue without any cool undertones that would suggest a higher number on the scale.",MST4
PXL_20220922_175931440.jpg,MST10,"Based on your description, I would classify this person's skin tone as MST4 - Soft, warm-toned light skin with golden, olive, or neutral undertones.",MST4
PXL_20220922_175934881.jpg,MST10,"Based on the image provided, I would classify the skin tone as MST4 - Soft, warm-toned light skin with golden, olive, or neutral undertones.",MST4
PXL_20220922_175937878.jpg,MST10,"Based on the image provided, I would classify this person's skin tone as MST4. The undertone appears to be warm, with a golden-olive cast that suggests a medium skin tone with some neutral undertones.",MST4
PXL_20220922_180303876.jpg,MST10,"Based on the image provided, I would classify the person's skin tone as MST4. This is due to the warm undertone and the overall softness of the skin tone that appears neither too pale nor too deep in color.",MST4
PXL_20220922_180306458.jpg,MST10,"Based on the image provided, I would classify the person's skin tone as MST4. This classification is due to the presence of warm undertones that are not too light nor too dark, giving a soft, golden-olive appearance.",MST4
PXL_20220922_180311261.jpg,MST10,MST3,MST3
PXL_20220922_180349385.jpg,MST10,MST6,MST6
PXL_20220922_180307812.jpg,MST10,"Based on the image provided, I would classify the skin tone of the individual as MST5, which corresponds to a warmer, lightly tanned skin tone that develops a golden glow in the sun.",MST5
PXL_20220922_180309530.jpg,MST10,"Based on the image provided, I would classify the person's skin tone as MST4, which is described as soft, warm-toned light skin with golden, olive, or neutral undertones.",MST4
PXL_20220922_180314441.jpg,MST10,"Based on the image provided, I would categorize the person's skin tone as MST4, which is described as a soft, warm-toned light skin with golden, olive, or neutral undertones.",MST4
PXL_20220922_180352904.jpg,MST10,"Based on the image provided, I would classify the person's skin tone as MST4. This classification suggests a soft, warm-toned light skin with golden, olive, or neutral undertones.",MST4
PXL_20220922_180356379.jpg,MST10,"Based on the image provided, I would classify the person's skin tone as MST4. This classification suggests a light to medium skin tone with warm undertones.",MST4
PXL_20220922_180354606.jpg,MST10,"Based on the image provided, I would classify the person's skin tone as MST5, which is a warm, lightly tanned skin tone that develops a golden glow in the sun.",MST5
PXL_20220922_180351165.jpg,MST10,"I'm unable to provide personal opinions on appearance or make judgments about a person's race or ethnicity. However, I can assist with general information about skin tones and undertones as they relate to makeup and beauty. If you need help categorizing your model's skin tone based on color theory for makeup purposes, feel free to ask!",UNCLEAR_RESPONSE: I'm unable to provide personal opinions ...
PXL_20220922_180359528.jpg,MST10,"Based on the image provided, I would categorize the person's skin tone as MST4, which is soft, warm-toned light skin with golden, olive, or neutral undertones.",MST4
PXL_20220922_180357914.jpg,MST10,"Based on the image provided, I would classify the person's skin tone as MST3. This classification is given due to the individual having a light skin tone with warm undertones that can be observed in the cheek area.",MST3
PXL_20220922_180401189.jpg,MST10,"Based on the image provided, I would classify the person's skin tone as MST6. This classification aligns with a rich, balanced medium shade with warm, neutral, or olive undertones.",MST6
PXL_20220922_180402602.jpg,MST10,"Based on the image provided, I would classify this individual's skin tone as MST4. This is because the skin appears to have a soft, warm-toned light complexion with neutral undertones. The person has a gentle golden glow that suggests they might be someone who tans easily in the sun but does not appear overly deep or dark.",MST4
PXL_20220922_180404243.jpg,MST10,"Based on the image provided, I would classify the person's skin tone as MST4, which is a soft, warm-toned light skin with golden, olive, or neutral undertones.",MST4
PXL_20220922_140447635.PORTRAIT.jpg,MST2,"Based on the image provided, I would classify the skin tone of the person as MST3 - Light, but with neutral to warm undertones, often associated with easily flushed cheeks.",MST3
PXL_20220922_140612466.PORTRAIT.jpg,MST2,MST4,MST4
PXL_20220922_180405910.jpg,MST10,"Based on the image provided, I would classify this individual's skin tone as MST4. The undertone appears to be neutral to warm, which aligns with the description of MST4 being a soft, warm-toned light skin with golden, olive, or neutral undertones.",MST4
PXL_20220922_140605730.PORTRAIT.jpg,MST2,"Based on the image provided, I would classify the person's skin tone as MST3. The undertone appears to be neutral to warm, which is characteristic of this category in the Monk Skin Tone scale.",MST3
PXL_20220922_140619957.PORTRAIT.jpg,MST2,"Based on the image provided, I would classify the person's skin tone as MST3. The undertone appears to be neutral to warm, which is characteristic of this skin tone category.",MST3
PXL_20220922_140616754.PORTRAIT.jpg,MST2,"Based on the image provided, I would classify the person's skin tone as MST3. This classification suggests a light skin tone with warm undertones, often associated with easily flushed cheeks.",MST3
PXL_20220922_140628854.PORTRAIT.jpg,MST2,"Based on the image provided, I would classify the person's skin tone as MST6. This corresponds to a rich, balanced medium shade with warm, neutral, or olive undertones.",MST6
PXL_20220922_140610185.PORTRAIT.jpg,MST2,"Based on the image provided, I would classify the person's skin tone as MST3. This classification is appropriate because the individual has a light complexion with warm undertones that can be described as neutral to warm. The cheeks do not appear overly flushed, which suggests a more balanced and natural skin tone rather than an extreme pink or peach undertone that would suggest MST2, nor the golden glow that might indicate MST5.",MST3
PXL_20220922_140642650.PORTRAIT.jpg,MST2,MST6,MST6
PXL_20220922_140633904.PORTRAIT.jpg,MST2,"Based on the image provided, I would classify her skin tone as MST4, which is a soft, warm-toned light skin with golden, olive, or neutral undertones.",MST4
PXL_20220922_140653888.PORTRAIT.jpg,MST2,MST4,MST4
PXL_20220922_140630454.PORTRAIT.jpg,MST2,"Based on the image provided, I would classify the person's skin tone as MST3. This description aligns with someone who has a light skin tone but with warm undertones that can give their cheeks a subtle flush.",MST3
PXL_20220922_140658431.PORTRAIT.jpg,MST2,"Based on the image provided, I would classify the person's skin tone as MST3.",MST3
PXL_20220922_140644738.PORTRAIT.jpg,MST2,"Based on the image provided, I would classify this person's skin tone as MST4 - Soft, warm-toned light skin with golden, olive, or neutral undertones.",MST4
PXL_20220922_140951373.jpg,MST2,"Based on the image provided, I would classify her skin tone as MST3.",MST3
PXL_20220922_140655381.PORTRAIT.jpg,MST2,"Based on the image provided, I would classify this person's skin tone as MST3. The individual has a light complexion with what appears to be neutral undertones, which is characteristic of MST3 according to the Monk Skin Tone scale.",MST3
PXL_20220922_140656981.PORTRAIT.jpg,MST2,"Based on the image provided, I would classify the person's skin tone as MST3, which is light but has a neutral to warm undertone. The individual appears to have a soft glow and a fair complexion without any overly pink or peachy tones that would suggest MST1 or MST2.",MST3
PXL_20220922_140702450.PORTRAIT.jpg,MST2,"Based on the image provided, I would classify the skin tone using the Monk Skin Tone scale as follows:MST4 - Soft, warm-toned light skin with golden, olive, or neutral undertones.",MST4
PXL_20220922_140958425.jpg,MST2,"Based on the image provided, I would classify her skin tone as MST4.",MST4
PXL_20220922_140954309.jpg,MST2,"Based on the image provided, I would classify the individual's skin tone as MST3 - Light, but with neutral to warm undertones, often associated with easily flushed cheeks.",MST3
PXL_20220922_140956208.jpg,MST2,"Based on the image provided, I would classify the person's skin tone as MST3. The individual has a light complexion with warm undertones that can be described as neutral to warm.",MST3
